Time,EMG_zyg,EMG_cor
0.273,-0.01953125,0.000610352
0.2735,-0.024108887,-0.001831055
0.274,-0.025939941,0.000305176
0.2745,-0.020446777,0.004272461
0.275,-0.018615723,0.005493164
0.2755,-0.029296875,0.003051758
0.276,-0.035705566,0.000305176
0.2765,-0.033569336,-0.003051758
0.277,-0.026855469,-0.000610352
0.2775,-0.023498535,-0.002746582
0.278,-0.016479492,-0.003051758
0.2785,-0.015563965,-0.003051758
0.279,-0.017700195,0.000305176
0.2795,-0.010986328,-0.001220703
0.28,-0.004882813,0.000915527
0.2805,-0.003051758,0.003967285
0.281,0.00213623,0.008239746
0.2815,0.003662109,0.015869141
0.282,0.006103516,0.017700195
0.2825,0.007019043,0.014343262
0.283,0.011901855,0.014343262
0.2835,0.020751953,0.020446777
0.284,0.023498535,0.01953125
0.2845,0.018920898,0.018310547
0.285,0.015869141,0.020446777
0.2855,0.024108887,0.019226074
0.286,0.030212402,0.023498535
0.2865,0.02532959,0.022888184
0.287,0.020141602,0.020446777
0.2875,0.024719238,0.017089844
0.288,0.027160645,0.014038086
0.2885,0.023193359,0.011901855
0.289,0.018005371,0.01159668
0.2895,0.011291504,0.009155273
0.29,0.008850098,-0.00213623
0.2905,0.006103516,-0.010681152
0.291,0,-0.013122559
0.2915,-0.006408691,-0.014953613
0.292,-0.012512207,-0.018005371
0.2925,-0.018005371,-0.022583008
0.293,-0.02166748,-0.023193359
0.2935,-0.027770996,-0.026550293
0.294,-0.029602051,-0.025634766
0.2945,-0.023803711,-0.018615723
0.295,-0.020751953,-0.016784668
0.2955,-0.024719238,-0.01739502
0.296,-0.025024414,-0.015869141
0.2965,-0.019226074,-0.013427734
0.297,-0.019226074,-0.008239746
0.2975,-0.024719238,-0.005187988
0.298,-0.022583008,-0.01159668
0.2985,-0.022277832,-0.007019043
0.299,-0.023498535,-0.00213623
0.2995,-0.016479492,-0.000915527
0.3,-0.008544922,-0.006713867
0.3005,0.000305176,-0.01373291
0.301,0.000915527,-0.018920898
0.3015,0.000305176,-0.020141602
0.302,0.004577637,-0.017089844
0.3025,0.010070801,-0.017089844
0.303,0.014953613,-0.015258789
0.3035,0.024719238,-0.012512207
0.304,0.032958984,-0.007629395
0.3045,0.028991699,-0.002746582
0.305,0.025939941,-0.003356934
0.3055,0.026855469,-0.001525879
0.306,0.029907227,-0.003356934
0.3065,0.021972656,-0.00213623
0.307,0.018615723,-0.000915527
0.3075,0.023498535,0.004272461
0.308,0.02166748,0.007019043
0.3085,0.017700195,0.008850098
0.309,0.015563965,0.010986328
0.3095,0.010986328,0.010681152
0.31,0.003967285,0.007324219
0.3105,-0.003356934,0.006408691
0.311,-0.006713867,0.00793457
0.3115,-0.00793457,0.010375977
0.312,-0.008544922,0.011291504
0.3125,-0.008239746,0.009460449
0.313,-0.014648438,0.007324219
0.3135,-0.01953125,0.003662109
0.314,-0.024414063,0.000305176
0.3145,-0.024108887,0.004272461
0.315,-0.022888184,0.007324219
0.3155,-0.031433105,0.001831055
0.316,-0.039367676,-0.00579834
0.3165,-0.035400391,-0.007324219
0.317,-0.028381348,-0.008850098
0.3175,-0.028076172,-0.010986328
0.318,-0.025634766,-0.01373291
0.3185,-0.024108887,-0.012817383
0.319,-0.019836426,-0.009765625
0.3195,-0.01159668,-0.012512207
0.32,-0.003356934,-0.014343262
0.3205,-0.000610352,-0.016174316
0.321,0.004272461,-0.01739502
0.3215,0.003967285,-0.018920898
0.322,0.009460449,-0.018615723
0.3225,0.013427734,-0.012512207
0.323,0.015258789,-0.005493164
0.3235,0.021362305,-0.00213623
0.324,0.026855469,0.002746582
0.3245,0.024108887,0.004577637
0.325,0.021362305,0.006713867
0.3255,0.029907227,0.012817383
0.326,0.03326416,0.019836426
0.3265,0.028381348,0.018615723
0.327,0.021057129,0.017700195
0.3275,0.021362305,0.015258789
0.328,0.021057129,0.010070801
0.3285,0.019836426,0.006408691
0.329,0.019226074,0.000305176
0.3295,0.013122559,0.004577637
0.33,0.007324219,0.009460449
0.3305,0.001220703,0.01373291
0.331,-0.000915527,0.011291504
0.3315,-0.003051758,0.003356934
0.332,-0.010375977,-0.000305176
0.3325,-0.014343262,0
0.333,-0.017700195,0.001525879
0.3335,-0.025634766,0.000305176
0.334,-0.03112793,-0.004882813
0.3345,-0.029296875,-0.009460449
0.335,-0.025024414,-0.012512207
0.3355,-0.028381348,-0.013427734
0.336,-0.031433105,-0.012512207
0.3365,-0.029907227,-0.010070801
0.337,-0.029907227,-0.008850098
0.3375,-0.030517578,-0.006103516
0.338,-0.024414063,-0.003356934
0.3385,-0.02166748,-0.004577637
0.339,-0.020141602,-0.003051758
0.3395,-0.015869141,-0.006103516
0.34,-0.005493164,-0.009155273
0.3405,-0.001220703,-0.013427734
0.341,0.003051758,-0.017700195
0.3415,0.003356934,-0.021057129
0.342,0.003967285,-0.018920898
0.3425,0.007629395,-0.013427734
0.343,0.014343262,-0.008850098
0.3435,0.025024414,-0.004272461
0.344,0.02746582,0.003967285
0.3445,0.021972656,0.005187988
0.345,0.019836426,0
0.3455,0.028686523,-0.003967285
0.346,0.032653809,-0.00213623
0.3465,0.028076172,-0.00213623
0.347,0.024108887,0.003662109
0.3475,0.022583008,0.007019043
0.348,0.016479492,0.00793457
0.3485,0.015869141,0.009460449
0.349,0.014648438,0.010070801
0.3495,0.008239746,0.002746582
0.35,0.000610352,-0.004577637
0.3505,-0.005187988,-0.007324219
0.351,-0.00793457,-0.008850098
0.3515,-0.01159668,-0.006713867
0.352,-0.014343262,-0.003662109
0.3525,-0.010375977,0.001831055
0.353,-0.009765625,0.006103516
0.3535,-0.020141602,0.005187988
0.354,-0.025939941,0.003662109
0.3545,-0.02532959,0.003967285
0.355,-0.025024414,0.003662109
0.3555,-0.031433105,-0.003356934
0.356,-0.035095215,-0.001525879
0.3565,-0.03326416,-0.002441406
0.357,-0.030822754,-0.004882813
0.3575,-0.032958984,-0.006408691
0.358,-0.027160645,0
0.3585,-0.026855469,-0.000915527
0.359,-0.024108887,-0.010986328
0.3595,-0.018615723,-0.015258789
0.36,-0.012817383,-0.016479492
0.3605,-0.008850098,-0.020141602
0.361,-0.002441406,-0.020141602
0.3615,0.001831055,-0.014038086
0.362,0.007019043,-0.009765625
0.3625,0.012512207,-0.013122559
0.363,0.016174316,-0.012817383
0.3635,0.023193359,-0.003967285
0.364,0.027160645,0.001831055
0.3645,0.01953125,0.012512207
0.365,0.018615723,0.021057129
0.3655,0.029296875,0.024108887
0.366,0.033874512,0.020446777
0.3665,0.027770996,0.017700195
0.367,0.021362305,0.015258789
0.3675,0.022888184,0.010986328
0.368,0.020446777,0.004882813
0.3685,0.020141602,0.00213623
0.369,0.01739502,0.000610352
0.3695,0.008850098,0.000610352
0.37,0.001220703,0.004882813
0.3705,-0.001831055,0.008850098
0.371,-0.004577637,0.015869141
0.3715,-0.008239746,0.019226074
0.372,-0.010070801,0.01739502
0.3725,-0.012207031,0.017089844
0.373,-0.014038086,0.017089844
0.3735,-0.022583008,0.009460449
0.374,-0.027160645,0.005187988
0.3745,-0.024414063,0.002441406
0.375,-0.023803711,0.002746582
0.3755,-0.03112793,0.004272461
0.376,-0.034790039,0.005493164
0.3765,-0.029602051,0.009155273
0.377,-0.026550293,0.016479492
0.3775,-0.027770996,0.016784668
0.378,-0.028381348,0.014648438
0.3785,-0.026245117,0.008544922
0.379,-0.021972656,0.008239746
0.3795,-0.013122559,0.009765625
0.38,-0.006713867,0.011901855
0.3805,-0.003356934,0.003967285
0.381,0.001831055,-0.002441406
0.3815,0.004577637,-0.011291504
0.382,0.009460449,-0.020141602
0.3825,0.01159668,-0.025024414
0.383,0.013427734,-0.026550293
0.3835,0.019226074,-0.021057129
